index,ngram,sentence,replace,error,replacement
113,2,"All hepatitis C virus positive women had a history of ear piercing, abortion and home delivery.","('had', 'a')",dictionary_replacement_verb_form_change,['a']
6,3,"Moreover, research relating to PMEPs in low- and middle-income countries is scarce and warrants further study.","('low-', 'and', 'middle-income')",verb_form_change_order_change,"['low-', 'and']"
62,3,"In conclusion, age and sex significantly influence morphometric measurements of CC in Middle Eastern Arab population.","('age', 'and', 'sex')",random,"['and', 'sex']"
340,3,Associations between baseline coffee drinking and metabolites were identified using linear regression; conditional logistic regression models were used to identify associations with subsequent outcomes.,"('were', 'used', 'to')",verb_form_change_order_change,"['were', 'used']"
257,3,The purpose of this systematic review and meta-analysis is to evaluate the efficacy of 5-element therapy on senile diabetes with depression.,"('the', 'efficacy', 'of')",split_words,"['efficacy', 'of']"
467,3,The prevalence of HAPH in this large highlander cohort varies between 6% according to expert consensus definition of chronic high-altitude disease to 35% according to the most recent definition of pulmonary hypertension proposed for lowlanders.,"('according', 'to', 'the')",punctuation_braces,"['according', 'the']"
708,3,"Other possible explanations included a less elevated tumor, biopsy of the surrounding field instead of the tumor due to the mobility, and poor endoscope maneuverability due to the tumor being close to the cardia.","('due', 'to', 'the')",random,"['due', 'the']"
512,3,Results: A significant increase of the expression of NHE1 was observed in SGC7901 5-FU resistance cells compared to the GES-1 and SGC7901 cell line.,"('the', 'expression', 'of')",random,"['the', 'of']"
918,3,Early pregnancy units should be considered as an alternative care model for patients in the first trimester of pregnancy in the United States.,"('the', 'United', 'States.')",split_words,"['the', 'United']"
514,3,Orthogonal partial least squares (OPLS) analysis and OPLS discriminant analysis (OPLS-DA) were used to analyze qualitative genetic data.,"('were', 'used', 'to')",insert_determiner,"['used', 'to']"
368,3,Positive trends in intake of plant-based foods and quality of life warrant further investigation in larger-scale studies and diverse populations.,"('quality', 'of', 'life')",punctuations,"['quality', 'life']"
115,3,"Results of data analyses were compared with the historical records for the region, revealing that the SST reached an extreme level never previously recorded either in the Gulf.","('compared', 'with', 'the')",split_words,"['with', 'the']"
813,3,"In this paper, the clinical findings of robotic gastrointestinal surgery were reviewed, and the application of robotic surgical system in gastrointestinal surgery should be viewed rationally.","('the', 'application', 'of')",insert_determiner,"['the', 'application']"
563,3,Malignant peripheral nerve sheath tumors (MPNSTs) are aggressive soft tissue sarcomas that can arise most frequently in patients with neurofibromatosis type 1 (NF1).,"('in', 'patients', 'with')",random,"['in', 'patients']"
321,3,ALIS is associated with high rates of pulmonary and auditory adverse reactions and a low risk of renal adverse reactions.,"('is', 'associated', 'with')",dictionary_replacement_word_order_change,"['is', 'associated']"
161,3,This study stresses the importance of providing identity synergy and reducing identity conflict to increase the innovative performance of employees with multiple team membership.,"('the', 'importance', 'of')",random,"['the', 'importance']"
889,3,"We performed a descriptive analysis of CCC hospitalizations then determined if transfer was associated with LOS, mortality, or receipt of critical care services using survey-adapted quasi-Poisson or logistic regression models, controlling for hospital and patient demographics.","('was', 'associated', 'with')",verb_form_change_insert_determiner,"['was', 'with']"
527,3,METHOD: This is a retrospective study.,"('This', 'is', 'a')",insert_determiner,"['is', 'a']"
56,3,"Furthermore, our results illustrate the impact of viral evolution and divergence on Spike glycosylation, as well as the influence of natural variants on ACE2 receptor glycosylation that, taken together, can facilitate immunogen design to achieve antibody neutralization and inform therapeutic strategies to inhibit viral infection.","('as', 'well', 'as')",random,['well']
332,3,"Due to the exacerbation of the disease, the rehabilitation of patients with rheumatoid arthritis is often limited.","('of', 'patients', 'with')",insert_determiner,"['patients', 'with']"
377,3,"To provide a reference for the further application of chemodrug-loaded nanoformulations, this review gives an overview of the recent development of nanocarriers, and the updated status of their use in the treatment of several solid tumors.","('the', 'treatment', 'of')",insert_determiner,"['the', 'treatment']"
803,3,A total of 48 patients with cancer completed the online survey; no demographic information was collected from the patients.,"('A', 'total', 'of')",insert_determiner,"['A', 'of']"
351,3,CONCLUSIONS: This might be a case wherein RANKL inhibition is associated with the pathogenesis of MCD.,"('associated', 'with', 'the')",random,"['associated', 'the']"
707,3,"However, these associations were not statistically significant after multiple testing correction.","('were', 'not', 'statistically')",random,"['were', 'not']"
430,3,"The aim of the study is to define microbiota signatures longitudinally throughout pregnancy and the first year post birth, and to identify key clinical and environmental variables that shape the female microbiota profile during and following pregnancy.","('aim', 'of', 'the')",verb_form_change_order_change,"['aim', 'the']"
991,3,"This is a prospective, observational pilot study conducted over a 2-year period.","('This', 'is', 'a')",verb_form_change_insert_determiner,"['This', 'is']"
863,3,"CONCLUSIONS: The HIIT plus strengthening and stretching exercises and MICT plus strengthening and stretching exercises interventions showed significant improvements for the effect of fibromyalgia, pain degree, functional capacity, and quality of life compared with the control group.","('quality', 'of', 'life')",punctuation_braces,"['of', 'life']"
920,3,"As a proof-of-concept, we analyzed the presence of human epidermal growth factor receptor 2 (HER2) and prostate-specific membrane antigen (PSMA) in breast cancer and prostate cancer cell-derived EVs, respectively, using three different size fractions at the single-EV level.","('the', 'presence', 'of')",split_words,"['presence', 'of']"
435,3,Cancer risk and tumour necrosis factor inhibitors in patients with inflammatory arthritis.,"('in', 'patients', 'with')",split_words,"['patients', 'with']"
510,3,"These breakthroughs will result from the increased understanding of the treatment barriers imposed by the tumour-associated stroma, and from the development of novel approaches to re-engineer the tumour microenvironment in favour of effective anticancer responses.","('the', 'development', 'of')",dictionary_replacement_word_order_change,"['the', 'development']"
292,3,"The results highlighted that their levels of depression, anxiety, stress, and quality of life were sometimes worse than in the general population and than in older and younger patients coping with a cardiac illness.","('and', 'quality', 'of')",dictionary_replacement_word_order_change,"['quality', 'of']"
128,3,These clinical descriptors can assist clinicians in identifying high-risk patients within the broad range of risk for patients who underwent LMCA revascularization.,"('patients', 'who', 'underwent')",duplication,"['who', 'underwent']"
747,3,"Compared to PITD, CGCD reduced the CRT risk over 7 days in critically ill patients.UMIN Clinical Trials Registry: UMIN000037492.","('in', 'critically', 'ill')",split_words,"['in', 'ill']"
403,3,Having shoulder surgery prior to RSA was associated with higher rates of subsequent revision after RSA.,"('was', 'associated', 'with')",random,"['associated', 'with']"
684,3,"Gene mutation was verified in the heterozygous G0 generation, but no phenotypic change was observed; however, certain embryos and moths produced through sib-mating had significant differences compared to the wild-type.","('compared', 'to', 'the')",random,"['to', 'the']"
