index,ngram,sentences,replace,error,replacement
1742,2,Anodic oxidation treatment was performed on the electrolyte containing 0.8 wt.% Na/F and 1M H(3)PO(4) to form a nanotube structure on the Ti-6Al-4V alloy.,"['on', 'the']",insert_determiner_verb_form_change,"['on', 'be', 'the']"
1741,2,"Furthermore, the protein expressions of cyclin D1, mTOR, and oncogenic beta-catenin were significantly downregulated after treatment of both cell lines with PT.","['Furthermore,', 'the']",dictionary_replacement_phrase_order_change,"['the', 'Furthermore,']"
412,2,The association between specific variables and the presence of a foveal tear was investigated.,"['and', 'the']",verb_form_change_phrase_order_change,"['the', 'and']"
1955,2,One-way ANOVA and paired samples t-test was used for statistical analysis.,"['used', 'for']",duplication,"['used', 'for for']"
1490,2,"Past research in adults on comparing the automatized method of FreeSurfer with and without additional manual editing indicated that although editing may lead to significant differences in morphological measures between the methods in some regions, it does not substantially change the sensitivity to detect clinical differences.","['differences', 'in']",dictionary_replacement_phrase_order_change,"['in', 'differences']"
652,2,"Sailing perhaps?Transplant physicians are often interested in the association between two variables, say pre-transplant measurable residual disease (MRD) test state and an outcome, say cumulative incidence of relapse (CIR).","['the', 'association']",insert_determiner_verb_form_change,"['on', 'the', 'association']"
1799,2,"MATERIALS AND METHODS: We studied the immunohistochemical expression of MLH1, MSH2, MSH6, and PMS2 on tissue microarrays containing formalin-fixed, paraffin-embedded samples of 128 patients with UTUC.","['METHODS:', 'We']",remove_words,['We']
1491,2,Pediatric patients with AL who relapsed after their first alloHSCT may survive with a second alloHSCT.,"['with', 'a']",insert_determiner_verb_form_change,"['from', 'with', 'a']"
666,2,Evaluation of staple line reinforcement after partial gastrectomy closure in an ex vivo canine model.,"['in', 'an']",duplication,"['in', 'an an']"
294,2,"CONCLUSIONS: After the implementation of a systematic training and QC program, both cytology and HR-HPV testing may be adopted for primary cervical cancer screening in Shandong Province.","['may', 'be']",split_words,"['may', 'be']"
1737,2,CONCLUSIONS: The enhanced IYCF-SQ-LNS intervention using the existing health care delivery platform was associated with a reduction in prevalence of anemia and improvement in mean hemoglobin.,"['prevalence', 'of']",phrase_order_change,"['of', 'prevalence']"
745,2,A case of Madelung disease improved by alcohol abstinence.,"['case', 'of']",insert_determiner,"['case', 'is', 'of']"
1232,2,Intervention: High School Reporting Information Online surveillance system data from the 2012/2013-2016/2017 academic years were analyzed.,"['from', 'the']",phrase_order_change,"['the', 'from']"
1595,2,Searching for the Missing Pieces.,"['for', 'the']",phrase_order_change,"['the', 'for']"
454,2,Equal groups of onlays were cemented using a self-etch and a total etch adhesive resin cement.,"['and', 'a']",insert_determiner,"['and', 'is', 'a']"
1223,2,"This article reviews the history and effectiveness of universal precautions, with an emphasis on performing autopsies on COVID-19 decedents.","['effectiveness', 'of']",split_words,"['effectiveness', 'of']"
880,2,"Cardiac function was assessed by echocardiography, which indicated a protective effect of Sac/Val after DB.","['was', 'assessed']",phrase_order_change,"['assessed', 'was']"
1689,2,Genomic analyses have revealed that SARS-CoV-2 is related to Pangolin and Bat coronaviruses.,"['revealed', 'that']",split_words,"['revealed', 'that']"
1450,2,We found a significant association between symptoms and SARS-CoV-2 status.,"['a', 'significant']",punctuations,"['a', 'significant ,']"
1700,2,Forty-one patients with diagnosed DHS were enrolled.,"['patients', 'with']",phrase_order_change,"['with', 'patients']"
1069,2,"Sixty participants, who visited the active ageing center at the university were randomized into two groups- intervention and control.","['at', 'the']",verb_form_change_insert_determiner,"['at', 'if', 'the']"
643,2,"Background: Tuberculous meningitis (TBM), the most severe form of tuberculosis (TB), results in death or neurological disability in >50%, despite World Health Organisation recommended therapy.","['results', 'in']",punctuation_braces,"['results )', 'in']"
1252,2,EA combined with exercise training appeared to significantly promote the recovery of motor function in the middle and late stages of cerebral infarction in this rat model.,"['in', 'this']",spelling_errors,"['in', 'this']"
844,2,Circular RNA is a novel class of endogenous non-coding RNA that has a well-conserved sequence.,"['a', 'novel']",remove_words,['novel']
1542,2,Increased O-GlcNAc skewed macrophage polarization to a M2-like phenotype supporting tumor progression.,"['to', 'a']",insert_determiner_verb_form_change,"['to', 'or', 'a']"
1062,2,"This article reviews the history, prevalence, economic costs, morbidity and mortality, and risk factors associated with HAIs.","['risk', 'factors']",phrase_order_change,"['factors', 'risk']"
1510,2,METHODS: A retrospective review of children with SCD and respiratory problems who attended two UK tertiary sickle respiratory clinics and were treated with HU.,"['METHODS:', 'A']",remove_words,['METHODS:']
1021,2,This suggests control and modification of surface conditions as a way to influence hydrogen retention and blistering.,"['as', 'a']",remove_words,['as']
567,2,One-way flexibility results in a rigid plate during the effective stroke while permitting a simple hinged articulation during the recovery stroke.,"['results', 'in']",duplication,"['results results', 'in']"
195,2,"We use cloning and expansion of GGGGCC repeats, which are the leading genetic cause of amyotrophic lateral sclerosis (ALS) and frontotemporal dementia (FTD), as an example.","['are', 'the']",remove_words,['the']
572,2,FC was obtained by seed voxel analysis and the effect of low-frequency fluctuations on gender was examined by ALFF and fALFF analyses.,"['effect', 'of']",duplication,"['effect effect', 'of']"
536,2,"BACKGROUND: Clozapine is mainly used in patients with treatment-resistant schizophrenia and may lead to potentially severe haematologic adverse events, such as agranulocytosis.","['in', 'patients']",spelling_errors,"['in', 'patients']"
906,2,It was also found that 90.7% needed to be informed about ICS and 67.3% wanted to cut the ICS drug as soon as possible.,"['found', 'that']",verb_form_change_phrase_order_change,"['that', 'find']"
808,2,The present study determined the effects of in ovo feeding (IOF) of N-acetyl-L-glutamate (NAG) on early intestinal development and growth performance of broilers.,"['development', 'and']",insert_determiner_verb_form_change,"['on', 'development', 'and']"
1076,2,The effectiveness of measures taken by the study hospitals to prevent nosocomial transmission was reviewed.,"['effectiveness', 'of']",verb_form_change_insert_determiner,"['effectiveness', 'is', 'of']"
865,2,"Additionally, highperformance liquid chromatography analysis was performed to analyze the components with anticancer effects.","['analysis', 'was']",spelling_errors,"['analysis', 'was']"
508,2,The results emphasize the importance of high levels of CF in the prevention of MetS in police officers.,"['The', 'results']",verb_form_change_phrase_order_change,"['resulted', 'The']"
792,2,"Our purpose was to analyse subclinical changes in retinal vessels, with OCT-A, in patients with ATTRv amyloidosis.","['changes', 'in']",insert_determiner_verb_form_change,"['change', 'in', 'in']"
511,2,"Between November 2015 and July 2016, all adult immunocompromised patients with ARF admitted to the ICU were included in the study.","['to', 'the']",split_words,"['to', 'the']"
370,2,Genome editing has the potential to treat an extensive range of incurable monogenic and complex diseases.,"['range', 'of']",duplication,"['range', 'of of']"
788,2,No severe complications were noted during the surgical procedure or follow-up period.,"['during', 'the']",insert_determiner_verb_form_change,"['of', 'during', 'the']"
1613,2,This study set out to identify the role of cfDNA detection in distinguishing between benign and malignant thyroid nodules.,"['This', 'study']",duplication,"['This', 'study study']"
1260,2,"The cleavage rates of the SCNT embryos treated with SCR at different concentrations are closely related to cleavage rate of embryos treated with TSA at same concentration; such as 39.47% for 500 nM TSA, 38.09% for 500 nM SCR; 18.6% for 50 nM TSA, 19.17% for 50 nM SCR, and 22.64% for 5 nM TSA, 17.18% for 5 nM SCR.","['such', 'as']",phrase_order_change,"['as', 'such']"
1221,2,"Time-activity curves derived from dPET/CT revealed an increasing tracer accumulation during the 60 min of dynamic PET acquisition into the PC lesions, higher than in the urinary bladder and the colon.","['in', 'the']",phrase_order_change,"['the', 'in']"
1597,2,"However, little is known about the specific function of MeCP2 in these regions.","['function', 'of']",phrase_order_change,"['of', 'function']"
1327,2,BACKGROUND AND AIMS: The metabolic syndrome has been reported by cross-sectional studies to have an association with skeletal muscle quality and quantity.,"['has', 'been']",insert_determiner,"['has', 'on', 'been']"
